# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.592669263482093811e-02 1.512542832642793655e-02 4.446302354335784912e-01 1.592669263482093811e-02 1.512542832642793655e-02 4.446302354335784912e-01
1.000000000000000000e+03 3.723892197012901306e-02 4.091468290425837040e-04 5.719172954559326172e-02 3.723892197012901306e-02 4.091468290425837040e-04 5.719172954559326172e-02
2.000000000000000000e+03 3.077174723148345947e-02 5.099385089124552906e-05 5.296261236071586609e-02 3.077174723148345947e-02 5.099385089124552906e-05 5.296261236071586609e-02
3.000000000000000000e+03 2.808359079062938690e-02 2.842858157237060368e-05 5.013738945126533508e-02 2.808359079062938690e-02 2.842858157237060368e-05 5.013738945126533508e-02
4.000000000000000000e+03 2.899401634931564331e-02 2.068816684186458588e-04 4.822312667965888977e-02 2.899401634931564331e-02 2.068816684186458588e-04 4.822312667965888977e-02
5.000000000000000000e+03 2.634363994002342224e-02 3.718518200912512839e-05 4.854530096054077148e-02 2.634363994002342224e-02 3.718518200912512839e-05 4.854530096054077148e-02
6.000000000000000000e+03 2.685282938182353973e-02 9.348247840534895658e-05 4.863215237855911255e-02 2.685282938182353973e-02 9.348247840534895658e-05 4.863215237855911255e-02
7.000000000000000000e+03 2.546944841742515564e-02 1.103638169297482818e-05 4.868505150079727173e-02 2.546944841742515564e-02 1.103638169297482818e-05 4.868505150079727173e-02
8.000000000000000000e+03 2.584080956876277924e-02 8.109367627184838057e-06 4.764543846249580383e-02 2.584080956876277924e-02 8.109367627184838057e-06 4.764543846249580383e-02
9.000000000000000000e+03 2.555762976408004761e-02 1.635892840567976236e-05 4.669712856411933899e-02 2.555762976408004761e-02 1.635892840567976236e-05 4.669712856411933899e-02
1.000000000000000000e+04 2.547205612063407898e-02 1.998714142246171832e-04 4.684997349977493286e-02 2.547205612063407898e-02 1.998714142246171832e-04 4.684997349977493286e-02
1.100000000000000000e+04 2.355031110346317291e-02 4.251347036188235506e-06 4.545420408248901367e-02 2.355031110346317291e-02 4.251347036188235506e-06 4.545420408248901367e-02
1.200000000000000000e+04 2.336201258003711700e-02 3.746123547898605466e-05 4.523453116416931152e-02 2.336201258003711700e-02 3.746123547898605466e-05 4.523453116416931152e-02
1.300000000000000000e+04 2.272116020321846008e-02 2.030813902820227668e-06 4.435206204652786255e-02 2.272116020321846008e-02 2.030813902820227668e-06 4.435206204652786255e-02
1.400000000000000000e+04 2.291280589997768402e-02 4.558406362775713205e-05 4.378024861216545105e-02 2.291280589997768402e-02 4.558406362775713205e-05 4.378024861216545105e-02
1.500000000000000000e+04 2.244658954441547394e-02 9.297725227952469140e-06 4.397445172071456909e-02 2.244658954441547394e-02 9.297725227952469140e-06 4.397445172071456909e-02
